Type,Library,Test,Result
1. Parse Validation,JsonBox (C++),y_array_empty,true
1. Parse Validation,JsonBox (C++),pass03,true
1. Parse Validation,JsonBox (C++),y_structure_true_in_array,true
1. Parse Validation,JsonBox (C++),y_string_escaped_control_character,true
1. Parse Validation,JsonBox (C++),y_string_two-byte-utf-8,true
1. Parse Validation,JsonBox (C++),y_string_unicode_U+200B_ZERO_WIDTH_SPACE,true
1. Parse Validation,JsonBox (C++),y_string_accepted_surrogate_pair,true
1. Parse Validation,JsonBox (C++),y_number_real_capital_e_neg_exp,true
1. Parse Validation,JsonBox (C++),y_structure_lonely_true,true
1. Parse Validation,JsonBox (C++),y_number_real_fraction_exponent,true
1. Parse Validation,JsonBox (C++),y_string_backslash_and_u_escaped_zero,true
1. Parse Validation,JsonBox (C++),y_string_nonCharacterInUTF-8_U+10FFFF,true
1. Parse Validation,JsonBox (C++),y_number,true
1. Parse Validation,JsonBox (C++),y_number_real_capital_e_pos_exp,true
1. Parse Validation,JsonBox (C++),y_array_false,true
1. Parse Validation,JsonBox (C++),y_array_with_1_and_newline,true
1. Parse Validation,JsonBox (C++),y_number_0e1,true
1. Parse Validation,JsonBox (C++),y_string_reservedCharacterInUTF-8_U+1BFFF,true
1. Parse Validation,JsonBox (C++),y_array_with_trailing_space,true
1. Parse Validation,JsonBox (C++),y_string_comments,true
1. Parse Validation,JsonBox (C++),y_string_three-byte-utf-8,true
1. Parse Validation,JsonBox (C++),y_string_double_escape_n,true
1. Parse Validation,JsonBox (C++),y_array_empty-string,true
1. Parse Validation,JsonBox (C++),y_object_empty,true
1. Parse Validation,JsonBox (C++),y_object_simple,true
1. Parse Validation,JsonBox (C++),y_string_one-byte-utf-8,true
1. Parse Validation,JsonBox (C++),y_number_real_capital_e,true
1. Parse Validation,JsonBox (C++),y_object_long_strings,true
1. Parse Validation,JsonBox (C++),y_string_utf8,true
1. Parse Validation,JsonBox (C++),y_object_empty_key,true
1. Parse Validation,JsonBox (C++),y_string_unicode_U+2064_invisible_plus,true
1. Parse Validation,JsonBox (C++),y_structure_whitespace_array,true
1. Parse Validation,JsonBox (C++),y_object_duplicated_key,true
1. Parse Validation,JsonBox (C++),y_array_with_leading_space,true
1. Parse Validation,JsonBox (C++),y_string_space,true
1. Parse Validation,JsonBox (C++),pass01,true
1. Parse Validation,JsonBox (C++),y_object_escaped_null_in_key,true
1. Parse Validation,JsonBox (C++),y_number_negative_one,true
1. Parse Validation,JsonBox (C++),y_structure_lonely_false,true
1. Parse Validation,JsonBox (C++),y_structure_trailing_newline,true
1. Parse Validation,JsonBox (C++),y_number_minus_zero,true
1. Parse Validation,JsonBox (C++),y_string_last_surrogates_1_and_2,true
1. Parse Validation,JsonBox (C++),y_structure_lonely_string,true
1. Parse Validation,JsonBox (C++),y_string_unicode,true
1. Parse Validation,JsonBox (C++),y_string_unicodeEscapedBackslash,true
1. Parse Validation,JsonBox (C++),y_number_real_exponent,true
1. Parse Validation,JsonBox (C++),y_structure_lonely_negative_real,true
1. Parse Validation,JsonBox (C++),y_string_null_escape,true
1. Parse Validation,JsonBox (C++),y_number_int_with_exp,true
1. Parse Validation,JsonBox (C++),y_number_negative_zero,true
1. Parse Validation,JsonBox (C++),y_number_double_close_to_zero,true
1. Parse Validation,JsonBox (C++),y_string_unicode_U+FDD0_nonchar,true
1. Parse Validation,JsonBox (C++),y_array_arraysWithSpaces,true
1. Parse Validation,JsonBox (C++),y_string_unicode_U+1FFFE_nonchar,true
1. Parse Validation,JsonBox (C++),y_string_nbsp_uescaped,true
1. Parse Validation,JsonBox (C++),pass02,true
1. Parse Validation,JsonBox (C++),y_array_heterogeneous,true
1. Parse Validation,JsonBox (C++),y_number_0e+1,true
1. Parse Validation,JsonBox (C++),y_string_simple_ascii,true
1. Parse Validation,JsonBox (C++),y_object_basic,true
1. Parse Validation,JsonBox (C++),y_array_ending_with_newline,true
1. Parse Validation,JsonBox (C++),y_number_simple_int,true
1. Parse Validation,JsonBox (C++),y_number_after_space,true
1. Parse Validation,JsonBox (C++),y_string_pi,true
1. Parse Validation,JsonBox (C++),y_string_u+2028_line_sep,true
1. Parse Validation,JsonBox (C++),y_string_in_array,true
1. Parse Validation,JsonBox (C++),y_object_extreme_numbers,true
1. Parse Validation,JsonBox (C++),y_object_with_newlines,true
1. Parse Validation,JsonBox (C++),y_string_double_escape_a,true
1. Parse Validation,JsonBox (C++),y_string_unicode_U+FFFE_nonchar,true
1. Parse Validation,JsonBox (C++),y_structure_lonely_int,true
1. Parse Validation,JsonBox (C++),y_number_negative_int,true
1. Parse Validation,JsonBox (C++),y_string_u+2029_par_sep,true
1. Parse Validation,JsonBox (C++),y_string_escaped_noncharacter,true
1. Parse Validation,JsonBox (C++),y_string_unescaped_char_delete,true
1. Parse Validation,JsonBox (C++),y_string_unicode_escaped_double_quote,true
1. Parse Validation,JsonBox (C++),y_object_string_unicode,true
1. Parse Validation,JsonBox (C++),y_string_allowed_escapes,true
1. Parse Validation,JsonBox (C++),y_array_null,true
1. Parse Validation,JsonBox (C++),y_string_surrogates_U+1D11E_MUSICAL_SYMBOL_G_CLEF,true
1. Parse Validation,JsonBox (C++),y_number_real_neg_exp,true
1. Parse Validation,JsonBox (C++),y_string_uEscape,true
1. Parse Validation,JsonBox (C++),y_structure_lonely_null,true
1. Parse Validation,JsonBox (C++),y_string_backslash_doublequotes,true
1. Parse Validation,JsonBox (C++),y_number_simple_real,true
1. Parse Validation,JsonBox (C++),y_structure_string_empty,true
1. Parse Validation,JsonBox (C++),y_string_unicode_U+10FFFE_nonchar,true
1. Parse Validation,JsonBox (C++),y_string_nonCharacterInUTF-8_U+FFFF,true
1. Parse Validation,JsonBox (C++),y_array_with_several_null,true
1. Parse Validation,JsonBox (C++),y_string_uescaped_newline,true
1. Parse Validation,JsonBox (C++),y_string_unicode_2,true
1. Parse Validation,JsonBox (C++),y_string_in_array_with_leading_space,true
1. Parse Validation,JsonBox (C++),y_string_1_2_3_bytes_UTF-8_sequences,true
1. Parse Validation,JsonBox (C++),y_object,true
1. Parse Validation,JsonBox (C++),y_number_real_pos_exponent,true
1. Parse Validation,JsonBox (C++),fail21,false
1. Parse Validation,JsonBox (C++),fail09,false
1. Parse Validation,JsonBox (C++),fail16,true
1. Parse Validation,JsonBox (C++),fail30,false
1. Parse Validation,JsonBox (C++),fail28,false
1. Parse Validation,JsonBox (C++),fail24,true
1. Parse Validation,JsonBox (C++),fail08,false
1. Parse Validation,JsonBox (C++),fail12,true
1. Parse Validation,JsonBox (C++),fail13,false
1. Parse Validation,JsonBox (C++),fail33,false
1. Parse Validation,JsonBox (C++),fail03,false
1. Parse Validation,JsonBox (C++),fail27,false
1. Parse Validation,JsonBox (C++),fail29,false
1. Parse Validation,JsonBox (C++),fail07,false
1. Parse Validation,JsonBox (C++),fail26,false
1. Parse Validation,JsonBox (C++),fail06,true
1. Parse Validation,JsonBox (C++),fail31,false
1. Parse Validation,JsonBox (C++),fail19,false
1. Parse Validation,JsonBox (C++),fail05,true
1. Parse Validation,JsonBox (C++),fail32,false
1. Parse Validation,JsonBox (C++),fail23,true
1. Parse Validation,JsonBox (C++),fail22,false
1. Parse Validation,JsonBox (C++),fail25,false
1. Parse Validation,JsonBox (C++),fail11,false
1. Parse Validation,JsonBox (C++),fail04,false
1. Parse Validation,JsonBox (C++),fail02,false
1. Parse Validation,JsonBox (C++),fail10,false
1. Parse Validation,JsonBox (C++),fail17,false
1. Parse Validation,JsonBox (C++),fail14,false
1. Parse Validation,JsonBox (C++),fail20,true
1. Parse Validation,JsonBox (C++),fail15,false
2. Parse Double,JsonBox (C++),0.0,true
2. Parse Double,JsonBox (C++),-0.0,true
2. Parse Double,JsonBox (C++),1.0,true
2. Parse Double,JsonBox (C++),-1.0,true
2. Parse Double,JsonBox (C++),1.5,true
2. Parse Double,JsonBox (C++),-1.5,true
2. Parse Double,JsonBox (C++),3.1416,true
2. Parse Double,JsonBox (C++),1E10,true
2. Parse Double,JsonBox (C++),1e10,true
2. Parse Double,JsonBox (C++),1E+10,true
2. Parse Double,JsonBox (C++),1E-10,true
2. Parse Double,JsonBox (C++),-1E10,true
2. Parse Double,JsonBox (C++),-1e10,true
2. Parse Double,JsonBox (C++),-1E+10],true
2. Parse Double,JsonBox (C++),-1E-10,true
2. Parse Double,JsonBox (C++),1.234E+10,true
2. Parse Double,JsonBox (C++),1.234E-10,true
2. Parse Double,JsonBox (C++),1.79769e+308,true
2. Parse Double,JsonBox (C++),2.22507e-308,true
2. Parse Double,JsonBox (C++),-1.79769e+308,true
2. Parse Double,JsonBox (C++),-2.22507e-308,true
2. Parse Double,JsonBox (C++),min denormal,true
2. Parse Double,JsonBox (C++),max subnormal,true
2. Parse Double,JsonBox (C++),min normal,true
2. Parse Double,JsonBox (C++),max double,true
2. Parse Double,JsonBox (C++),must underflow,true
2. Parse Double,JsonBox (C++),2^64,false
2. Parse Double,JsonBox (C++),-2^63-1,false
2. Parse Double,JsonBox (C++),issues/120,true
2. Parse Double,JsonBox (C++),123e34,true
2. Parse Double,JsonBox (C++),45913141877270640000.0,true
2. Parse Double,JsonBox (C++),2.2250738585072011e-308,true
2. Parse Double,JsonBox (C++),1e-214748363,true
2. Parse Double,JsonBox (C++),1e-214748364,true
2. Parse Double,JsonBox (C++),nax double/other,true
2. Parse Double,JsonBox (C++),java-hang,true
2. Parse Double,JsonBox (C++),2...564e-308,true
2. Parse Double,JsonBox (C++),2...565e-308,true
2. Parse Double,JsonBox (C++),0.99...84375,true
2. Parse Double,JsonBox (C++),0.99...84374,true
2. Parse Double,JsonBox (C++),0.99...84376,true
2. Parse Double,JsonBox (C++),1.00...03125,true
2. Parse Double,JsonBox (C++),1.00...03124,true
2. Parse Double,JsonBox (C++),1.00...03126,true
2. Parse Double,JsonBox (C++),720...28.0,true
2. Parse Double,JsonBox (C++),720...36.0,true
2. Parse Double,JsonBox (C++),720...32.0,true
2. Parse Double,JsonBox (C++),720...99e-5,true
2. Parse Double,JsonBox (C++),720...01e-5,true
2. Parse Double,JsonBox (C++),922...84.0,true
2. Parse Double,JsonBox (C++),922...08.0,true
2. Parse Double,JsonBox (C++),922...96.0,true
2. Parse Double,JsonBox (C++),922...9e-5,true
2. Parse Double,JsonBox (C++),922...1e-5,true
2. Parse Double,JsonBox (C++),101...384,false
2. Parse Double,JsonBox (C++),101...008,false
2. Parse Double,JsonBox (C++),101...696,false
2. Parse Double,JsonBox (C++),101...9e-5,true
2. Parse Double,JsonBox (C++),101...1e-5,true
2. Parse Double,JsonBox (C++),570...808,false
2. Parse Double,JsonBox (C++),570...496,false
2. Parse Double,JsonBox (C++),570...152,false
2. Parse Double,JsonBox (C++),570...9e-3,true
2. Parse Double,JsonBox (C++),570...1e-3,true
2. Parse Double,JsonBox (C++),n1e308,false
2. Parse Double,JsonBox (C++),trimming,true
3. Parse String,JsonBox (C++),empty,true
3. Parse String,JsonBox (C++),ascii,true
3. Parse String,JsonBox (C++),newline,true
3. Parse String,JsonBox (C++),utf16 zero,true
3. Parse String,JsonBox (C++),whitesp,true
3. Parse String,JsonBox (C++),utf16 dollar,true
3. Parse String,JsonBox (C++),utf16 cent,true
3. Parse String,JsonBox (C++),utf16 euro,true
3. Parse String,JsonBox (C++),utf16 gclef,false
4. Roundtrip,JsonBox (C++),roundtrip21,false
4. Roundtrip,JsonBox (C++),roundtrip07,true
4. Roundtrip,JsonBox (C++),roundtrip22,false
4. Roundtrip,JsonBox (C++),roundtrip04,true
4. Roundtrip,JsonBox (C++),roundtrip19,false
4. Roundtrip,JsonBox (C++),roundtrip08,true
4. Roundtrip,JsonBox (C++),roundtrip02,true
4. Roundtrip,JsonBox (C++),roundtrip10,true
4. Roundtrip,JsonBox (C++),roundtrip25,false
4. Roundtrip,JsonBox (C++),roundtrip23,false
4. Roundtrip,JsonBox (C++),roundtrip03,true
4. Roundtrip,JsonBox (C++),roundtrip13,false
4. Roundtrip,JsonBox (C++),roundtrip11,true
4. Roundtrip,JsonBox (C++),roundtrip05,true
4. Roundtrip,JsonBox (C++),roundtrip12,true
4. Roundtrip,JsonBox (C++),roundtrip26,true
4. Roundtrip,JsonBox (C++),roundtrip06,true
4. Roundtrip,JsonBox (C++),roundtrip24,false
4. Roundtrip,JsonBox (C++),roundtrip14,false
4. Roundtrip,JsonBox (C++),roundtrip20,false
4. Roundtrip,JsonBox (C++),roundtrip01,true
4. Roundtrip,JsonBox (C++),roundtrip16,true
4. Roundtrip,JsonBox (C++),roundtrip17,false
4. Roundtrip,JsonBox (C++),roundtrip15,true
4. Roundtrip,JsonBox (C++),roundtrip09,true
4. Roundtrip,JsonBox (C++),roundtrip18,false
4. Roundtrip,JsonBox (C++),roundtrip27,false
1. Parse Validation,jsoncons (C++),y_string_with_del_character,true
1. Parse Validation,jsoncons (C++),y_object_duplicated_key_and_value,true
1. Parse Validation,jsoncons (C++),y_string_accepted_surrogate_pairs,true
1. Parse Validation,jsoncons (C++),y_array_empty,true
1. Parse Validation,jsoncons (C++),pass03,true
1. Parse Validation,jsoncons (C++),y_structure_true_in_array,true
1. Parse Validation,jsoncons (C++),y_string_escaped_control_character,true
1. Parse Validation,jsoncons (C++),y_string_two-byte-utf-8,true
1. Parse Validation,jsoncons (C++),y_string_unicode_U+200B_ZERO_WIDTH_SPACE,true
1. Parse Validation,jsoncons (C++),y_string_accepted_surrogate_pair,true
1. Parse Validation,jsoncons (C++),y_number_real_capital_e_neg_exp,true
1. Parse Validation,jsoncons (C++),y_structure_lonely_true,true
1. Parse Validation,jsoncons (C++),y_number_real_fraction_exponent,true
1. Parse Validation,jsoncons (C++),y_string_backslash_and_u_escaped_zero,true
1. Parse Validation,jsoncons (C++),y_string_nonCharacterInUTF-8_U+10FFFF,true
1. Parse Validation,jsoncons (C++),y_number,true
1. Parse Validation,jsoncons (C++),y_number_real_capital_e_pos_exp,true
1. Parse Validation,jsoncons (C++),y_array_false,true
1. Parse Validation,jsoncons (C++),y_array_with_1_and_newline,true
1. Parse Validation,jsoncons (C++),y_number_0e1,true
1. Parse Validation,jsoncons (C++),y_string_reservedCharacterInUTF-8_U+1BFFF,true
1. Parse Validation,jsoncons (C++),y_array_with_trailing_space,true
1. Parse Validation,jsoncons (C++),y_string_comments,true
1. Parse Validation,jsoncons (C++),y_string_three-byte-utf-8,true
1. Parse Validation,jsoncons (C++),y_string_double_escape_n,true
1. Parse Validation,jsoncons (C++),y_array_empty-string,true
1. Parse Validation,jsoncons (C++),y_object_empty,true
1. Parse Validation,jsoncons (C++),y_object_simple,true
1. Parse Validation,jsoncons (C++),y_string_one-byte-utf-8,true
1. Parse Validation,jsoncons (C++),y_number_real_capital_e,true
1. Parse Validation,jsoncons (C++),y_object_long_strings,true
1. Parse Validation,jsoncons (C++),y_string_utf8,true
1. Parse Validation,jsoncons (C++),y_object_empty_key,true
1. Parse Validation,jsoncons (C++),y_string_unicode_U+2064_invisible_plus,true
1. Parse Validation,jsoncons (C++),y_structure_whitespace_array,true
1. Parse Validation,jsoncons (C++),y_object_duplicated_key,true
1. Parse Validation,jsoncons (C++),y_array_with_leading_space,true
1. Parse Validation,jsoncons (C++),y_string_space,true
1. Parse Validation,jsoncons (C++),pass01,true
1. Parse Validation,jsoncons (C++),y_object_escaped_null_in_key,true
1. Parse Validation,jsoncons (C++),y_number_negative_one,true
1. Parse Validation,jsoncons (C++),y_structure_lonely_false,true
1. Parse Validation,jsoncons (C++),y_structure_trailing_newline,true
1. Parse Validation,jsoncons (C++),y_number_minus_zero,true
1. Parse Validation,jsoncons (C++),y_string_last_surrogates_1_and_2,true
1. Parse Validation,jsoncons (C++),y_structure_lonely_string,true
1. Parse Validation,jsoncons (C++),y_string_unicode,true
1. Parse Validation,jsoncons (C++),y_string_unicodeEscapedBackslash,true
1. Parse Validation,jsoncons (C++),y_number_real_exponent,true
1. Parse Validation,jsoncons (C++),y_structure_lonely_negative_real,true
1. Parse Validation,jsoncons (C++),y_string_null_escape,true
1. Parse Validation,jsoncons (C++),y_number_int_with_exp,true
1. Parse Validation,jsoncons (C++),y_number_negative_zero,true
1. Parse Validation,jsoncons (C++),y_number_double_close_to_zero,true
1. Parse Validation,jsoncons (C++),y_string_unicode_U+FDD0_nonchar,true
1. Parse Validation,jsoncons (C++),y_array_arraysWithSpaces,true
1. Parse Validation,jsoncons (C++),y_string_unicode_U+1FFFE_nonchar,true
1. Parse Validation,jsoncons (C++),y_string_nbsp_uescaped,true
1. Parse Validation,jsoncons (C++),pass02,true
1. Parse Validation,jsoncons (C++),y_array_heterogeneous,true
1. Parse Validation,jsoncons (C++),y_number_0e+1,true
1. Parse Validation,jsoncons (C++),y_string_simple_ascii,true
1. Parse Validation,jsoncons (C++),y_object_basic,true
1. Parse Validation,jsoncons (C++),y_array_ending_with_newline,true
1. Parse Validation,jsoncons (C++),y_number_simple_int,true
1. Parse Validation,jsoncons (C++),y_number_after_space,true
1. Parse Validation,jsoncons (C++),y_string_pi,true
1. Parse Validation,jsoncons (C++),y_string_u+2028_line_sep,true
1. Parse Validation,jsoncons (C++),y_string_in_array,true
1. Parse Validation,jsoncons (C++),y_object_extreme_numbers,true
1. Parse Validation,jsoncons (C++),y_object_with_newlines,true
1. Parse Validation,jsoncons (C++),y_string_double_escape_a,true
1. Parse Validation,jsoncons (C++),y_string_unicode_U+FFFE_nonchar,true
1. Parse Validation,jsoncons (C++),y_structure_lonely_int,true
1. Parse Validation,jsoncons (C++),y_number_negative_int,true
1. Parse Validation,jsoncons (C++),y_string_u+2029_par_sep,true
1. Parse Validation,jsoncons (C++),y_string_escaped_noncharacter,true
1. Parse Validation,jsoncons (C++),y_string_unescaped_char_delete,true
1. Parse Validation,jsoncons (C++),y_string_unicode_escaped_double_quote,true
1. Parse Validation,jsoncons (C++),y_object_string_unicode,true
1. Parse Validation,jsoncons (C++),y_string_allowed_escapes,true
1. Parse Validation,jsoncons (C++),y_array_null,true
1. Parse Validation,jsoncons (C++),y_string_surrogates_U+1D11E_MUSICAL_SYMBOL_G_CLEF,true
1. Parse Validation,jsoncons (C++),y_number_real_neg_exp,true
1. Parse Validation,jsoncons (C++),y_string_uEscape,true
1. Parse Validation,jsoncons (C++),y_structure_lonely_null,true
1. Parse Validation,jsoncons (C++),y_string_backslash_doublequotes,true
1. Parse Validation,jsoncons (C++),y_number_simple_real,true
1. Parse Validation,jsoncons (C++),y_structure_string_empty,true
